766192484,0
766192485,2
766192486,1
766192487,0
766192488,2
766192489,0
766192490,1
766192491,1
766192492,1
766192493,0
766192494,2
766192495,2
766192496,2
766192497,1
766192498,2
766192499,0
766192500,2
766192501,2
766192502,0
766192503,1
766192504,1
766192505,1
766192506,2
766192507,2
766192508,0
766192509,2
766192510,1
766192511,2
766192512,0
766192513,2
766192514,0
766192515,0
766192516,2
766192517,0
766192518,2
766192519,2
766192520,2
766192521,2
766192522,1
766192523,2
766192524,2
766192525,2
766192526,2
766192527,1
766192528,0
766192529,2
766192530,1
766192531,2
766192532,2
766192533,0
766192534,2
766192535,2
766192536,2
766192537,2
766192538,1
766192539,0
766192540,2
766192541,0
766192542,0
766192543,2
766192544,2
766192545,0
766192546,2
766192547,1
766192548,0
766192549,0
766192550,2
766192551,2
766192552,0
766192553,0
766192554,0
766192555,2
766192556,0
766192557,1
766192558,1
766192559,2
766192560,0
766192561,1
766192562,0
766192563,2
766192564,1
766192565,0
766192566,1
766192567,2
766192568,2
766192569,2
766192570,2
766192571,2
766192572,0
766192573,1
766192574,0
766192575,1
766192576,1
766192577,2
766192578,2
766192579,2
766192580,1
766192581,2
766192582,1
766192583,0
766192585,0
766192586,0
766192587,2
766192588,1
766192589,1
766192590,2
766192591,1
766192592,2
766192593,2
766192594,1
766192595,0
766192596,2
766192597,1
766192598,1
766192599,2
766192600,2
766192601,1
766192602,2
766192603,1
766192604,1
766192605,1
766192606,2
766192607,1
766192608,2
766192609,0
766192610,2
766192611,1
766192612,0
766192613,1
766192614,2
766192615,1
766192616,1
766192617,0
766192618,2
766192619,2
766192620,2
766192621,2
766192622,2
766192623,2
766192624,0
766192625,0
766192626,1
766192627,1
766192628,1
766192629,0
766192630,1
766192631,1
766192632,1
766192633,2
766192634,1
766192635,1
766192636,2
766192637,0
766192638,2
766192639,2
766192640,2
766192641,1
766192642,1
766192643,2
766192644,1
766192645,0
766192646,1
766192647,0
766192648,1
766192649,0
766192650,1
766192651,2
766192652,0
766192653,1
766192654,1
766192655,1
766192656,0
766192657,2
766192658,1
766192659,2
766192660,2
766192661,1
766192662,1
766192663,2
766192664,1
766192665,2
766192666,0
766192667,0
766192668,0
766192669,0
766192670,0
766192671,1
766192672,2
766192673,0
766192674,2
766192675,2
766192676,1
766192677,0
766192678,0
766192679,1
766192680,1
766192681,2
766192682,2
766192683,2
766192684,0
766192685,2
766192686,2
766192687,0
766192688,2
766192689,2
766192690,2
766192691,0
766192692,1
766192693,2
766192694,2
766192695,0
766192696,2
766192697,0
766192698,2
766192699,1
766192700,1
766192701,2
766192702,2
766192703,2
766192704,2
766192705,2
766192706,2
766192707,2
766192708,0
766192709,2
766192710,1
766192711,1
766192712,0
766192713,0
766192714,1
766192715,1
766192716,2
766192717,0
766192718,0
766192719,2
766192720,1
766192721,2
766192722,2
766192723,2
766192724,2
766192725,0
766192726,0
766192727,2
766192728,1
766192729,2
766192730,0
766192731,2
766192732,1
766192733,2
766192734,0
766192735,2
766192736,0
766192737,2
766192738,1
766192739,2
766192740,2
766192741,2
766192742,2
766192743,2
766192744,1
766192745,1
766192746,2
766192747,2
766192748,1
766192749,1
766192750,1
766192751,2
766192752,1
766192753,1
766192754,2
766192755,2
766192756,2
766192757,1
766192758,0
766192759,2
766192760,2
766192761,2
766192762,0
766192763,1
766192764,0
766192765,0
766192766,2
766192767,2
766192768,0
766192769,2
766192770,0
766192771,2
766192772,0
766192773,0
766192774,0
766192775,0
766192776,2
766192777,2
766192778,2
766192779,0
766192780,0
766192781,0
766192782,1
766192783,2
766192784,2
766192785,0
766192786,1
766192787,2
766192788,2
766192789,0
766192790,2
766192791,2
766192792,2
766192793,2
766192794,0
766192795,2
766192796,1
766192797,2
766192798,2
766192799,2
766192800,2
766192801,1
766192802,0
766192803,1
766192804,0
766192805,1
766192806,2
766192807,1
766192808,2
766192809,2
766192810,0
766192811,1
766192812,2
766192813,0
766192814,2
766192815,0
766192816,1
766192817,0
766192818,2
766192819,0
766192820,1
766192821,0
766192822,2
766192823,2
766192824,2
766192825,0
766192826,2
766192827,2
766192828,2
766192829,2
766192830,2
766192831,1
766192832,2
766192833,0
766192834,1
766192835,2
766192836,2
766192837,2
766192838,2
766192839,1
766192840,2
766192841,1
766192842,1
766192843,2
766192844,2
766192845,0
766192846,2
766192847,2
766192848,2
766192849,0
766192850,0
766192851,1
766192852,1
766192853,2
766192854,1
766192855,1
766192856,1
766192857,2
766192858,0
766192859,1
766192860,1
766192861,2
766192862,0
766192863,2
766192864,2
766192865,2
766192866,1
766192867,1
766192868,1
766192869,1
766192870,1
766192871,2
766192872,1
766192873,2
766192874,2
766192875,2
766192876,0
766192877,2
766192878,0
766192879,1
766192880,0
766192881,2
766192882,1
766192883,2
766192884,2
766192885,0
766192886,2
766192887,0
766192888,0
766192889,2
766192890,1
766192891,2
766192892,1
766192893,0
766192894,0
766192895,2
766192896,2
766192897,1
766192898,2
766192899,1
766192900,1
766192901,2
766192902,2
766192903,0
766192904,0
766192905,2
766192906,1
766192907,2
766192908,2
766192909,1
766192910,0
766192911,2
766192912,1
766192913,2
766192914,2
766192915,2
766192916,0
766192917,0
766192918,1
766192919,0
766192920,2
766192921,2
766192922,0
766192923,1
766192924,2
766192925,1
766192926,2
766192927,0
766192928,0
766192929,0
766192930,0
766192931,2
766192932,2
766192933,1
766192934,0
766192935,0
766192936,2
766192937,1
766192938,2
766192939,2
766192940,0
766192941,1
766192942,0
766192943,2
766192944,0
766192945,2
766192946,1
766192947,1
766192948,1
766192949,2
766192950,2
766192951,2
766192952,2
766192953,1
766192954,2
766192955,2
766192956,1
766192957,2
766192958,2
766192959,1
766192960,2
766192961,1
766192962,2
766192963,1
766192964,2
766192965,1
766192966,1
766192967,1
766192968,1
766192969,0
766192970,2
766192971,0
766192972,2
766192973,2
766192974,2
766192975,0
766192976,1
766192977,2
766192978,0
766192979,1
766192980,2
766192981,1
766192982,0
766192983,0
766192984,2
766192985,1
766192986,2
766192987,2
766192988,1
766192989,2
766192990,0
766192991,2
766192992,2
766192993,0
766192994,2
766192995,0
766192996,1
766192997,1
766192998,2
766192999,2
766193000,1
766193001,2
766193002,1
766193003,1
766193004,1
766193005,2
766193006,0
766193007,1
766193008,2
766193009,1
766193010,2
766193011,0
766193012,2
766193013,2
766193014,1
766193015,1
766193016,0
766193017,2
766193018,1
766193019,1
766193020,2
766193021,2
766193022,2
766193023,2
766193024,0
766193025,1
766193026,1
766193027,0
766193028,1
766193029,2
766193030,2
766193031,2
766193032,2
766193033,0
766193034,0
766193035,1
766193036,2
766193037,1
766193038,1
766193039,2
766193040,0
766193041,0
766193042,1
766193043,2
766193044,2
766193045,0
766193046,0
766193047,1
766193048,2
766193049,1
766193050,2
766193051,0
766193052,0
766193053,2
766193054,2
766193055,1
766193056,2
766193057,2
766193058,1
766193059,2
766193060,0
766193061,2
766193062,2
766193063,1
766193064,0
766193065,0
766193066,2
766193067,2
766193068,0
766193069,1
766193070,0
766193071,2
766193072,2
766193073,1
766193074,2
766193075,1
766193076,2
766193077,2
766193078,0
766193079,1
766193080,1
766193081,2
766193082,2
766193083,2
766193084,2
766193085,2
766193086,0
766193087,1
766193088,2
766193089,2
766193090,2
766193091,2
766193092,1
766193093,2
766193094,0
766193095,0
766193096,1
766193097,2
766193098,1
766193099,2
766193100,1
766193101,1
766193102,0
766193103,1
766193104,0
766193105,2
766193106,1
766193107,1
766193108,2
766193109,0
766193110,1
766193111,2
766193112,1
766193113,0
766193114,1
766193115,0
766193116,0
766193117,0
766193118,0
766193119,2
766193120,0
766193121,0
766193122,0
766193123,2
766193124,0
766193125,1
766193126,1
766193127,1
766193128,2
766193129,0
766193130,2
766193131,1
766193132,2
766193133,1
766193134,0
766193135,1
766193136,1
766193137,1
766193138,1
766193139,2
766193140,0
766193141,0
766193142,2
766193143,2
766193144,2
766193145,2
766193146,2
766193147,1
766193148,1
766193149,1
766193150,1
766193151,2
766193152,1
766193153,1
766193154,1
766193155,2
766193156,1
766193157,2
766193158,1
766193159,1
766193160,0
766193161,2
766193162,1
766193163,2
766193164,2
766193165,1
766193166,0
766193167,0
766193168,2
766193169,2
766193170,2
766193171,1
766193172,1
766193173,0
766193174,1
766193175,1
766193176,1
766193177,0
766193178,1
766193179,1
766193180,1
766193181,0
766193182,2
766193183,1
766193184,1
766193185,2
766193186,0
766193187,1
766193188,2
766193189,1
766193190,2
766193191,0
766193192,0
766193193,0
766193194,2
766193195,0
766193196,0
766193197,1
766193198,0
766193199,1
766193200,0
766193201,1
766193202,2
766193203,1
766193204,2
766193205,2
766193206,1
766193207,2
766193208,0
766193209,2
766193210,2
766193211,0
766193212,1
766193213,0
766193214,2
766193215,0
766193216,0
766193217,2
766193218,0
766193219,0
766193220,2
766193221,2
766193222,1
766193223,2
766193224,1
766193225,1
766193226,0
766193227,1
766193228,1
766193229,2
766193230,2
766193231,2
766193232,0
766193233,2
766193234,1
766193235,2
766193236,2
766193237,1
766193238,2
766193239,1
766193240,2
766193241,1
766193242,2
766193243,1
766193244,2
766193245,1
766193246,2
766193247,0
766193248,2
766193249,1
766193250,2
766193251,2
766193252,0
766193253,1
766193254,2
766193255,2
766193256,0
766193257,1
