766192484,0
766192485,0
766192486,2
766192487,0
766192488,1
766192489,1
766192490,0
766192491,0
766192492,0
766192493,0
766192494,1
766192495,1
766192496,1
766192497,0
766192498,1
766192499,0
766192500,1
766192501,0
766192502,1
766192503,0
766192504,0
766192505,2
766192506,0
766192507,1
766192508,0
766192509,1
766192510,2
766192511,1
766192512,0
766192513,1
766192514,0
766192515,0
766192516,1
766192517,0
766192518,1
766192519,0
766192520,0
766192521,1
766192522,2
766192523,1
766192524,1
766192525,2
766192526,0
766192527,0
766192528,0
766192529,1
766192530,2
766192531,1
766192532,1
766192533,1
766192534,1
766192535,0
766192536,0
766192537,1
766192538,2
766192539,0
766192540,1
766192541,0
766192542,0
766192543,0
766192544,1
766192545,0
766192546,1
766192547,2
766192548,2
766192549,2
766192550,0
766192551,1
766192552,0
766192553,0
766192554,0
766192555,1
766192556,0
766192557,0
766192558,1
766192559,1
766192560,0
766192561,2
766192562,0
766192563,1
766192564,2
766192565,1
766192566,2
766192567,1
766192568,1
766192569,1
766192570,0
766192571,1
766192572,0
766192573,2
766192574,0
766192575,2
766192576,1
766192577,2
766192578,1
766192579,2
766192580,2
766192581,1
766192582,0
766192583,0
766192585,2
766192586,0
766192587,1
766192588,0
766192589,2
766192590,1
766192591,2
766192592,1
766192593,1
766192594,2
766192595,0
766192596,1
766192597,2
766192598,2
766192599,1
766192600,1
766192601,2
766192602,0
766192603,2
766192604,2
766192605,2
766192606,1
766192607,1
766192608,1
766192609,1
766192610,1
766192611,2
766192612,0
766192613,1
766192614,2
766192615,0
766192616,2
766192617,1
766192618,1
766192619,1
766192620,1
766192621,1
766192622,1
766192623,1
766192624,0
766192625,0
766192626,2
766192627,2
766192628,2
766192629,0
766192630,2
766192631,2
766192632,2
766192633,1
766192634,0
766192635,0
766192636,1
766192637,0
766192638,1
766192639,1
766192640,1
766192641,2
766192642,2
766192643,1
766192644,1
766192645,0
766192646,2
766192647,0
766192648,2
766192649,0
766192650,2
766192651,1
766192652,0
766192653,2
766192654,2
766192655,0
766192656,0
766192657,1
766192658,2
766192659,0
766192660,2
766192661,2
766192662,1
766192663,1
766192664,2
766192665,1
766192666,0
766192667,0
766192668,0
766192669,0
766192670,0
766192671,2
766192672,1
766192673,0
766192674,1
766192675,1
766192676,2
766192677,0
766192678,0
766192679,0
766192680,0
766192681,1
766192682,1
766192683,1
766192684,0
766192685,0
766192686,1
766192687,0
766192688,1
766192689,1
766192690,0
766192691,2
766192692,0
766192693,1
766192694,1
766192695,0
766192696,1
766192697,1
766192698,1
766192699,2
766192700,0
766192701,1
766192702,1
766192703,1
766192704,1
766192705,1
766192706,1
766192707,1
766192708,0
766192709,1
766192710,2
766192711,2
766192712,0
766192713,1
766192714,2
766192715,2
766192716,1
766192717,0
766192718,0
766192719,1
766192720,2
766192721,1
766192722,1
766192723,1
766192724,2
766192725,0
766192726,0
766192727,1
766192728,2
766192729,1
766192730,0
766192731,1
766192732,2
766192733,1
766192734,0
766192735,2
766192736,0
766192737,1
766192738,2
766192739,1
766192740,1
766192741,1
766192742,1
766192743,1
766192744,2
766192745,2
766192746,1
766192747,1
766192748,0
766192749,2
766192750,2
766192751,1
766192752,0
766192753,2
766192754,1
766192755,1
766192756,2
766192757,2
766192758,0
766192759,0
766192760,1
766192761,1
766192762,0
766192763,2
766192764,1
766192765,0
766192766,1
766192767,1
766192768,0
766192769,1
766192770,0
766192771,1
766192772,0
766192773,0
766192774,1
766192775,0
766192776,1
766192777,1
766192778,1
766192779,2
766192780,0
766192781,1
766192782,2
766192783,1
766192784,1
766192785,1
766192786,2
766192787,0
766192788,1
766192789,0
766192790,1
766192791,1
766192792,1
766192793,1
766192794,0
766192795,1
766192796,2
766192797,1
766192798,0
766192799,1
766192800,1
766192801,0
766192802,0
766192803,2
766192804,0
766192805,2
766192806,1
766192807,2
766192808,0
766192809,1
766192810,0
766192811,2
766192812,0
766192813,0
766192814,1
766192815,0
766192816,2
766192817,0
766192818,2
766192819,2
766192820,0
766192821,0
766192822,2
766192823,1
766192824,1
766192825,0
766192826,1
766192827,1
766192828,1
766192829,1
766192830,1
766192831,2
766192832,1
766192833,2
766192834,2
766192835,1
766192836,0
766192837,0
766192838,1
766192839,2
766192840,1
766192841,2
766192842,2
766192843,0
766192844,1
766192845,0
766192846,1
766192847,1
766192848,1
766192849,0
766192850,0
766192851,2
766192852,2
766192853,1
766192854,2
766192855,2
766192856,2
766192857,1
766192858,0
766192859,2
766192860,2
766192861,1
766192862,0
766192863,1
766192864,0
766192865,1
766192866,0
766192867,0
766192868,2
766192869,1
766192870,0
766192871,1
766192872,2
766192873,1
766192874,1
766192875,1
766192876,1
766192877,2
766192878,0
766192879,0
766192880,0
766192881,1
766192882,1
766192883,2
766192884,0
766192885,1
766192886,1
766192887,0
766192888,0
766192889,2
766192890,1
766192891,1
766192892,2
766192893,0
766192894,0
766192895,1
766192896,0
766192897,1
766192898,2
766192899,0
766192900,2
766192901,0
766192902,1
766192903,2
766192904,0
766192905,1
766192906,2
766192907,0
766192908,0
766192909,0
766192910,0
766192911,1
766192912,0
766192913,2
766192914,1
766192915,1
766192916,0
766192917,0
766192918,2
766192919,0
766192920,1
766192921,0
766192922,2
766192923,2
766192924,1
766192925,0
766192926,1
766192927,0
766192928,1
766192929,0
766192930,0
766192931,0
766192932,1
766192933,2
766192934,2
766192935,2
766192936,1
766192937,2
766192938,1
766192939,1
766192940,0
766192941,2
766192942,0
766192943,1
766192944,0
766192945,1
766192946,2
766192947,2
766192948,0
766192949,1
766192950,2
766192951,1
766192952,1
766192953,2
766192954,1
766192955,1
766192956,0
766192957,1
766192958,2
766192959,2
766192960,1
766192961,1
766192962,1
766192963,2
766192964,2
766192965,2
766192966,1
766192967,2
766192968,0
766192969,0
766192970,1
766192971,0
766192972,1
766192973,1
766192974,1
766192975,0
766192976,0
766192977,0
766192978,1
766192979,2
766192980,1
766192981,0
766192982,0
766192983,1
766192984,1
766192985,2
766192986,1
766192987,1
766192988,2
766192989,1
766192990,0
766192991,1
766192992,1
766192993,0
766192994,1
766192995,0
766192996,2
766192997,2
766192998,0
766192999,0
766193000,2
766193001,1
766193002,2
766193003,0
766193004,2
766193005,1
766193006,0
766193007,0
766193008,1
766193009,2
766193010,1
766193011,2
766193012,1
766193013,1
